label,group,field,from,to,note,mode,model,cosine_similarity,delta,noise_p95
Temp equiv: 918 K,temp_replace_equiv,carb_temp,644.9 °C,918 K,,PROJ_ref1,3-large,0.3521174279383531,0.6478825720616469,3.3306690738754696e-16
Temp equiv: 918 K,temp_replace_equiv,carb_temp,644.9 °C,918 K,,PROJ_ref1,matbert,0.525657057762146,0.474342942237854,-1.1920928955078125e-07
Temp equiv: 918 K,temp_replace_equiv,carb_temp,644.9 °C,918 K,,PROJ_ref2,ada-002,0.34185711357811854,0.6581428864218815,7.771561172376096e-16
Temp equiv: 918 K,temp_replace_equiv,carb_temp,644.9 °C,918 K,,PROJ_ref2,3-large,0.5377764050862991,0.4622235949137009,3.3306690738754696e-16
Temp equiv: 918 K,temp_replace_equiv,carb_temp,644.9 °C,918 K,,PROJ_ref2,matbert,0.4266315698623657,0.5733684301376343,-1.1920928955078125e-07
Temp equiv: 918 K,temp_replace_equiv,carb_temp,644.9 °C,918 K,,PROJ_both,ada-002,0.24640232361313533,0.7535976763868647,7.771561172376096e-16
Temp equiv: 918 K,temp_replace_equiv,carb_temp,644.9 °C,918 K,,PROJ_both,3-large,0.4132273050713529,0.5867726949286471,3.3306690738754696e-16
Temp equiv: 918 K,temp_replace_equiv,carb_temp,644.9 °C,918 K,,PROJ_both,matbert,0.41127073764801025,0.5887292623519897,-1.1920928955078125e-07
Temp equiv: 918 K,temp_replace_equiv,carb_temp,644.9 °C,918 K,,DIFF_both,ada-002,0.24654455418074897,0.7534554458192511,7.771561172376096e-16
Temp equiv: 918 K,temp_replace_equiv,carb_temp,644.9 °C,918 K,,DIFF_both,3-large,0.4139979864481701,0.5860020135518299,3.3306690738754696e-16
Temp equiv: 918 K,temp_replace_equiv,carb_temp,644.9 °C,918 K,,DIFF_both,matbert,0.4121372699737549,0.5878627300262451,-1.1920928955078125e-07
Temp equiv: 918.0 K,temp_replace_equiv,carb_temp,644.9 °C,918.0 K,,RAW,ada-002,0.9987254286903718,0.0012745713096281586,7.771561172376096e-16
Temp equiv: 918.0 K,temp_replace_equiv,carb_temp,644.9 °C,918.0 K,,RAW,3-large,0.9956354588741771,0.004364541125822852,3.3306690738754696e-16
Temp equiv: 918.0 K,temp_replace_equiv,carb_temp,644.9 °C,918.0 K,,RAW,matbert,0.9997051954269409,0.00029480457305908203,-1.1920928955078125e-07
Temp equiv: 918.0 K,temp_replace_equiv,carb_temp,644.9 °C,918.0 K,,PROJ_ref1,ada-002,0.3046590181161695,0.6953409818838305,7.771561172376096e-16
Temp equiv: 918.0 K,temp_replace_equiv,carb_temp,644.9 °C,918.0 K,,PROJ_ref1,3-large,0.2916733900746861,0.7083266099253138,3.3306690738754696e-16
Temp equiv: 918.0 K,temp_replace_equiv,carb_temp,644.9 °C,918.0 K,,PROJ_ref1,matbert,0.7106218934059143,0.2893781065940857,-1.1920928955078125e-07
Temp equiv: 918.0 K,temp_replace_equiv,carb_temp,644.9 °C,918.0 K,,PROJ_ref2,ada-002,0.2898861421073874,0.7101138578926126,7.771561172376096e-16
Temp equiv: 918.0 K,temp_replace_equiv,carb_temp,644.9 °C,918.0 K,,PROJ_ref2,3-large,0.47767015281110614,0.5223298471888939,3.3306690738754696e-16
Temp equiv: 918.0 K,temp_replace_equiv,carb_temp,644.9 °C,918.0 K,,PROJ_ref2,matbert,0.6364632844924927,0.3635367155075073,-1.1920928955078125e-07
Temp equiv: 918.0 K,temp_replace_equiv,carb_temp,644.9 °C,918.0 K,,PROJ_both,ada-002,0.20999867184028137,0.7900013281597187,7.771561172376096e-16
Temp equiv: 918.0 K,temp_replace_equiv,carb_temp,644.9 °C,918.0 K,,PROJ_both,3-large,0.31855944018138144,0.6814405598186186,3.3306690738754696e-16
Temp equiv: 918.0 K,temp_replace_equiv,carb_temp,644.9 °C,918.0 K,,PROJ_both,matbert,0.6063660383224487,0.39363396167755127,-1.1920928955078125e-07
Temp equiv: 918.0 K,temp_replace_equiv,carb_temp,644.9 °C,918.0 K,,DIFF_both,ada-002,0.21015220111698105,0.7898477988830189,7.771561172376096e-16
Temp equiv: 918.0 K,temp_replace_equiv,carb_temp,644.9 °C,918.0 K,,DIFF_both,3-large,0.31941588289609957,0.6805841171039004,3.3306690738754696e-16
Temp equiv: 918.0 K,temp_replace_equiv,carb_temp,644.9 °C,918.0 K,,DIFF_both,matbert,0.606637716293335,0.39336228370666504,-1.1920928955078125e-07
Temp equiv: 1193 °F,temp_replace_equiv,carb_temp,644.9 °C,1193 °F,,RAW,ada-002,0.9989027855872673,0.0010972144127326944,7.771561172376096e-16
Temp equiv: 1193 °F,temp_replace_equiv,carb_temp,644.9 °C,1193 °F,,RAW,3-large,0.9964633456955809,0.0035366543044190735,3.3306690738754696e-16
Temp equiv: 1193 °F,temp_replace_equiv,carb_temp,644.9 °C,1193 °F,,RAW,matbert,0.9992877244949341,0.000712275505065918,-1.1920928955078125e-07
Temp equiv: 1193 °F,temp_replace_equiv,carb_temp,644.9 °C,1193 °F,,PROJ_ref1,ada-002,0.3061316016830706,0.6938683983169294,7.771561172376096e-16
Temp equiv: 1193 °F,temp_replace_equiv,carb_temp,644.9 °C,1193 °F,,PROJ_ref1,3-large,0.3196529103883158,0.6803470896116842,3.3306690738754696e-16
Temp equiv: 1193 °F,temp_replace_equiv,carb_temp,644.9 °C,1193 °F,,PROJ_ref1,matbert,0.567231297492981,0.43276870250701904,-1.1920928955078125e-07
Temp equiv: 1193 °F,temp_replace_equiv,carb_temp,644.9 °C,1193 °F,,PROJ_ref2,ada-002,0.33854103693266613,0.6614589630673339,7.771561172376096e-16
Temp equiv: 1193 °F,temp_replace_equiv,carb_temp,644.9 °C,1193 °F,,PROJ_ref2,3-large,0.5905752855527933,0.40942471444720674,3.3306690738754696e-16
Temp equiv: 1193 °F,temp_replace_equiv,carb_temp,644.9 °C,1193 °F,,PROJ_ref2,matbert,0.5284643769264221,0.4715356230735779,-1.1920928955078125e-07
Temp equiv: 1193 °F,temp_replace_equiv,carb_temp,644.9 °C,1193 °F,,PROJ_both,ada-002,0.22987648947376402,0.770123510526236,7.771561172376096e-16
Temp equiv: 1193 °F,temp_replace_equiv,carb_temp,644.9 °C,1193 °F,,PROJ_both,3-large,0.4169527329978562,0.5830472670021438,3.3306690738754696e-16
Temp equiv: 1193 °F,temp_replace_equiv,carb_temp,644.9 °C,1193 °F,,PROJ_both,matbert,0.4955572783946991,0.5044427216053009,-1.1920928955078125e-07
Temp equiv: 1193 °F,temp_replace_equiv,carb_temp,644.9 °C,1193 °F,,DIFF_both,ada-002,0.23001500922789447,0.7699849907721055,7.771561172376096e-16
Temp equiv: 1193 °F,temp_replace_equiv,carb_temp,644.9 °C,1193 °F,,DIFF_both,3-large,0.41759633789988515,0.5824036621001148,3.3306690738754696e-16
Temp equiv: 1193 °F,temp_replace_equiv,carb_temp,644.9 °C,1193 °F,,DIFF_both,matbert,0.496279776096344,0.503720223903656,-1.1920928955078125e-07
Temp equiv: 1192.8 °F,temp_replace_equiv,carb_temp,644.9 °C,1192.8 °F,,RAW,ada-002,0.9989303006890067,0.0010696993109933217,7.771561172376096e-16
Temp equiv: 1192.8 °F,temp_replace_equiv,carb_temp,644.9 °C,1192.8 °F,,RAW,3-large,0.9964449778410949,0.00355502215890513,3.3306690738754696e-16
Temp equiv: 1192.8 °F,temp_replace_equiv,carb_temp,644.9 °C,1192.8 °F,,RAW,matbert,0.9996962547302246,0.0003037452697753906,-1.1920928955078125e-07
Temp equiv: 1192.8 °F,temp_replace_equiv,carb_temp,644.9 °C,1192.8 °F,,PROJ_ref1,ada-002,0.3043779077976304,0.6956220922023696,7.771561172376096e-16
Temp equiv: 1192.8 °F,temp_replace_equiv,carb_temp,644.9 °C,1192.8 °F,,PROJ_ref1,3-large,0.3468447267597897,0.6531552732402103,3.3306690738754696e-16
Temp equiv: 1192.8 °F,temp_replace_equiv,carb_temp,644.9 °C,1192.8 °F,,PROJ_ref1,matbert,0.6789652705192566,0.3210347294807434,-1.1920928955078125e-07
Temp equiv: 1192.8 °F,temp_replace_equiv,carb_temp,644.9 °C,1192.8 °F,,PROJ_ref2,ada-002,0.3056024146609412,0.6943975853390588,7.771561172376096e-16
Temp equiv: 1192.8 °F,temp_replace_equiv,carb_temp,644.9 °C,1192.8 °F,,PROJ_ref2,3-large,0.5883299051150235,0.4116700948849765,3.3306690738754696e-16
Temp equiv: 1192.8 °F,temp_replace_equiv,carb_temp,644.9 °C,1192.8 °F,,PROJ_ref2,matbert,0.6964972019195557,0.30350279808044434,-1.1920928955078125e-07
Temp equiv: 1192.8 °F,temp_replace_equiv,carb_temp,644.9 °C,1192.8 °F,,PROJ_both,ada-002,0.20598117269614855,0.7940188273038514,7.771561172376096e-16
Temp equiv: 1192.8 °F,temp_replace_equiv,carb_temp,644.9 °C,1192.8 °F,,PROJ_both,3-large,0.42597277536349565,0.5740272246365044,3.3306690738754696e-16
Temp equiv: 1192.8 °F,temp_replace_equiv,carb_temp,644.9 °C,1192.8 °F,,PROJ_both,matbert,0.6254910230636597,0.37450897693634033,-1.1920928955078125e-07
Temp equiv: 1192.8 °F,temp_replace_equiv,carb_temp,644.9 °C,1192.8 °F,,DIFF_both,ada-002,0.20612193235571052,0.7938780676442895,7.771561172376096e-16
Temp equiv: 1192.8 °F,temp_replace_equiv,carb_temp,644.9 °C,1192.8 °F,,DIFF_both,3-large,0.4266590797120409,0.5733409202879591,3.3306690738754696e-16
Temp equiv: 1192.8 °F,temp_replace_equiv,carb_temp,644.9 °C,1192.8 °F,,DIFF_both,matbert,0.6260189414024353,0.3739810585975647,-1.1920928955078125e-07
Temp equiv: 1193°F,temp_replace_equiv,carb_temp,644.9 °C,1193°F,,RAW,ada-002,0.998690100045027,0.0013098999549729928,7.771561172376096e-16
Temp equiv: 1193°F,temp_replace_equiv,carb_temp,644.9 °C,1193°F,,RAW,3-large,0.9954607664486651,0.004539233551334898,3.3306690738754696e-16
Temp equiv: 1193°F,temp_replace_equiv,carb_temp,644.9 °C,1193°F,,RAW,matbert,0.9993030428886414,0.0006969571113586426,-1.1920928955078125e-07
Temp equiv: 1193°F,temp_replace_equiv,carb_temp,644.9 °C,1193°F,,PROJ_ref1,ada-002,0.28784820393875526,0.7121517960612447,7.771561172376096e-16
Temp equiv: 1193°F,temp_replace_equiv,carb_temp,644.9 °C,1193°F,,PROJ_ref1,3-large,0.300118965942721,0.699881034057279,3.3306690738754696e-16
Temp equiv: 1193°F,temp_replace_equiv,carb_temp,644.9 °C,1193°F,,PROJ_ref1,matbert,0.5256485939025879,0.4743514060974121,-1.1920928955078125e-07
Temp equiv: 1193°F,temp_replace_equiv,carb_temp,644.9 °C,1193°F,,PROJ_ref2,ada-002,0.3204263943640131,0.6795736056359869,7.771561172376096e-16
Temp equiv: 1193°F,temp_replace_equiv,carb_temp,644.9 °C,1193°F,,PROJ_ref2,3-large,0.5691221576807939,0.4308778423192061,3.3306690738754696e-16
Temp equiv: 1193°F,temp_replace_equiv,carb_temp,644.9 °C,1193°F,,PROJ_ref2,matbert,0.49279481172561646,0.5072051882743835,-1.1920928955078125e-07
Temp equiv: 1193°F,temp_replace_equiv,carb_temp,644.9 °C,1193°F,,PROJ_both,ada-002,0.2200455854516723,0.7799544145483277,7.771561172376096e-16
Temp equiv: 1193°F,temp_replace_equiv,carb_temp,644.9 °C,1193°F,,PROJ_both,3-large,0.4046715558722169,0.5953284441277831,3.3306690738754696e-16
Temp equiv: 1193°F,temp_replace_equiv,carb_temp,644.9 °C,1193°F,,PROJ_both,matbert,0.4460095167160034,0.5539904832839966,-1.1920928955078125e-07
Temp equiv: 1193°F,temp_replace_equiv,carb_temp,644.9 °C,1193°F,,DIFF_both,ada-002,0.2201986288638193,0.7798013711361806,7.771561172376096e-16
Temp equiv: 1193°F,temp_replace_equiv,carb_temp,644.9 °C,1193°F,,DIFF_both,3-large,0.40541281120176575,0.5945871887982342,3.3306690738754696e-16
Temp equiv: 1193°F,temp_replace_equiv,carb_temp,644.9 °C,1193°F,,DIFF_both,matbert,0.44682472944259644,0.5531752705574036,-1.1920928955078125e-07
Temp equiv: 1193 degF,temp_replace_equiv,carb_temp,644.9 °C,1193 degF,,RAW,ada-002,0.9988331493866208,0.0011668506133791778,7.771561172376096e-16
Temp equiv: 1193 degF,temp_replace_equiv,carb_temp,644.9 °C,1193 degF,,RAW,3-large,0.995633768515547,0.0043662314844530314,3.3306690738754696e-16
Temp equiv: 1193 degF,temp_replace_equiv,carb_temp,644.9 °C,1193 degF,,RAW,matbert,0.9992877244949341,0.000712275505065918,-1.1920928955078125e-07
Temp equiv: 1193 degF,temp_replace_equiv,carb_temp,644.9 °C,1193 degF,,PROJ_ref1,ada-002,0.2672837159549539,0.7327162840450461,7.771561172376096e-16
Temp equiv: 1193 degF,temp_replace_equiv,carb_temp,644.9 °C,1193 degF,,PROJ_ref1,3-large,0.3595319233223595,0.6404680766776405,3.3306690738754696e-16
Temp equiv: 1193 degF,temp_replace_equiv,carb_temp,644.9 °C,1193 degF,,PROJ_ref1,matbert,0.567231297492981,0.43276870250701904,-1.1920928955078125e-07
Temp equiv: 1193 degF,temp_replace_equiv,carb_temp,644.9 °C,1193 degF,,PROJ_ref2,ada-002,0.3031977449905461,0.6968022550094539,7.771561172376096e-16
Temp equiv: 1193 degF,temp_replace_equiv,carb_temp,644.9 °C,1193 degF,,PROJ_ref2,3-large,0.6097219117973699,0.3902780882026301,3.3306690738754696e-16
Temp equiv: 1193 degF,temp_replace_equiv,carb_temp,644.9 °C,1193 degF,,PROJ_ref2,matbert,0.5284643769264221,0.4715356230735779,-1.1920928955078125e-07
Temp equiv: 1193 degF,temp_replace_equiv,carb_temp,644.9 °C,1193 degF,,PROJ_both,ada-002,0.18792605073906032,0.8120739492609397,7.771561172376096e-16
Temp equiv: 1193 degF,temp_replace_equiv,carb_temp,644.9 °C,1193 degF,,PROJ_both,3-large,0.4619163877298219,0.5380836122701781,3.3306690738754696e-16
Temp equiv: 1193 degF,temp_replace_equiv,carb_temp,644.9 °C,1193 degF,,PROJ_both,matbert,0.4955572783946991,0.5044427216053009,-1.1920928955078125e-07
Temp equiv: 1193 degF,temp_replace_equiv,carb_temp,644.9 °C,1193 degF,,DIFF_both,ada-002,0.1880771404500033,0.8119228595499968,7.771561172376096e-16
Temp equiv: 1193 degF,temp_replace_equiv,carb_temp,644.9 °C,1193 degF,,DIFF_both,3-large,0.46256153154070245,0.5374384684592975,3.3306690738754696e-16
Temp equiv: 1193 degF,temp_replace_equiv,carb_temp,644.9 °C,1193 degF,,DIFF_both,matbert,0.496279776096344,0.503720223903656,-1.1920928955078125e-07
Temp WRONG: 644.9 K,temp_replace_wrong,carb_temp,644.9 °C,644.9 K,,RAW,ada-002,0.999455229454933,0.0005447705450669638,7.771561172376096e-16
Temp WRONG: 644.9 K,temp_replace_wrong,carb_temp,644.9 °C,644.9 K,,RAW,3-large,0.9961224902392607,0.003877509760739306,3.3306690738754696e-16
Temp WRONG: 644.9 K,temp_replace_wrong,carb_temp,644.9 °C,644.9 K,,RAW,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Temp WRONG: 644.9 K,temp_replace_wrong,carb_temp,644.9 °C,644.9 K,,PROJ_ref1,ada-002,0.6521729561851677,0.3478270438148323,7.771561172376096e-16
Temp WRONG: 644.9 K,temp_replace_wrong,carb_temp,644.9 °C,644.9 K,,PROJ_ref1,3-large,0.3903306173746106,0.6096693826253894,3.3306690738754696e-16
Temp WRONG: 644.9 K,temp_replace_wrong,carb_temp,644.9 °C,644.9 K,,PROJ_ref1,matbert,0.9999998807907104,1.1920928955078125e-07,-1.1920928955078125e-07
Temp WRONG: 644.9 K,temp_replace_wrong,carb_temp,644.9 °C,644.9 K,,PROJ_ref2,ada-002,0.6550648577540124,0.34493514224598765,7.771561172376096e-16
Temp WRONG: 644.9 K,temp_replace_wrong,carb_temp,644.9 °C,644.9 K,,PROJ_ref2,3-large,0.5538470459662694,0.44615295403373056,3.3306690738754696e-16
Temp WRONG: 644.9 K,temp_replace_wrong,carb_temp,644.9 °C,644.9 K,,PROJ_ref2,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Temp WRONG: 644.9 K,temp_replace_wrong,carb_temp,644.9 °C,644.9 K,,PROJ_both,ada-002,0.6086084322964693,0.3913915677035307,7.771561172376096e-16
Temp WRONG: 644.9 K,temp_replace_wrong,carb_temp,644.9 °C,644.9 K,,PROJ_both,3-large,0.41881874236370953,0.5811812576362905,3.3306690738754696e-16
Temp WRONG: 644.9 K,temp_replace_wrong,carb_temp,644.9 °C,644.9 K,,PROJ_both,matbert,1.0,0.0,-1.1920928955078125e-07
Temp WRONG: 644.9 K,temp_replace_wrong,carb_temp,644.9 °C,644.9 K,,DIFF_both,ada-002,0.6086525913423322,0.3913474086576678,7.771561172376096e-16
Temp WRONG: 644.9 K,temp_replace_wrong,carb_temp,644.9 °C,644.9 K,,DIFF_both,3-large,0.4195010853661327,0.5804989146338673,3.3306690738754696e-16
Temp WRONG: 644.9 K,temp_replace_wrong,carb_temp,644.9 °C,644.9 K,,DIFF_both,matbert,0.9999999403953552,5.960464477539063e-08,-1.1920928955078125e-07
Temp WRONG: 644.9 °F,temp_replace_wrong,carb_temp,644.9 °C,644.9 °F,,RAW,ada-002,0.999654759299124,0.0003452407008760483,7.771561172376096e-16
Temp WRONG: 644.9 °F,temp_replace_wrong,carb_temp,644.9 °C,644.9 °F,,RAW,3-large,0.9973766326469297,0.0026233673530703383,3.3306690738754696e-16
Temp WRONG: 644.9 °F,temp_replace_wrong,carb_temp,644.9 °C,644.9 °F,,RAW,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Temp WRONG: 644.9 °F,temp_replace_wrong,carb_temp,644.9 °C,644.9 °F,,PROJ_ref1,ada-002,0.7123254228152456,0.2876745771847544,7.771561172376096e-16
Temp WRONG: 644.9 °F,temp_replace_wrong,carb_temp,644.9 °C,644.9 °F,,PROJ_ref1,3-large,0.4471780527828503,0.5528219472171497,3.3306690738754696e-16
Temp WRONG: 644.9 °F,temp_replace_wrong,carb_temp,644.9 °C,644.9 °F,,PROJ_ref1,matbert,0.9999998807907104,1.1920928955078125e-07,-1.1920928955078125e-07
Temp WRONG: 644.9 °F,temp_replace_wrong,carb_temp,644.9 °C,644.9 °F,,PROJ_ref2,ada-002,0.7135238111942569,0.2864761888057431,7.771561172376096e-16
Temp WRONG: 644.9 °F,temp_replace_wrong,carb_temp,644.9 °C,644.9 °F,,PROJ_ref2,3-large,0.6892552353476842,0.3107447646523158,3.3306690738754696e-16
Temp WRONG: 644.9 °F,temp_replace_wrong,carb_temp,644.9 °C,644.9 °F,,PROJ_ref2,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Temp WRONG: 644.9 °F,temp_replace_wrong,carb_temp,644.9 °C,644.9 °F,,PROJ_both,ada-002,0.6634955324362453,0.33650446756375474,7.771561172376096e-16
Temp WRONG: 644.9 °F,temp_replace_wrong,carb_temp,644.9 °C,644.9 °F,,PROJ_both,3-large,0.543102291939657,0.456897708060343,3.3306690738754696e-16
Temp WRONG: 644.9 °F,temp_replace_wrong,carb_temp,644.9 °C,644.9 °F,,PROJ_both,matbert,1.0,0.0,-1.1920928955078125e-07
Temp WRONG: 644.9 °F,temp_replace_wrong,carb_temp,644.9 °C,644.9 °F,,DIFF_both,ada-002,0.6635337499530496,0.3364662500469504,7.771561172376096e-16
Temp WRONG: 644.9 °F,temp_replace_wrong,carb_temp,644.9 °C,644.9 °F,,DIFF_both,3-large,0.5435913796745662,0.45640862032543383,3.3306690738754696e-16
Temp WRONG: 644.9 °F,temp_replace_wrong,carb_temp,644.9 °C,644.9 °F,,DIFF_both,matbert,0.9999999403953552,5.960464477539063e-08,-1.1920928955078125e-07
Temp WRONG: 644.9°F,temp_replace_wrong,carb_temp,644.9 °C,644.9°F,,RAW,ada-002,0.9987110526201696,0.0012889473798304296,7.771561172376096e-16
Temp WRONG: 644.9°F,temp_replace_wrong,carb_temp,644.9 °C,644.9°F,,RAW,3-large,0.9957111717108713,0.004288828289128688,3.3306690738754696e-16
Temp WRONG: 644.9°F,temp_replace_wrong,carb_temp,644.9 °C,644.9°F,,RAW,matbert,0.9995091557502747,0.0004908442497253418,-1.1920928955078125e-07
Temp WRONG: 644.9°F,temp_replace_wrong,carb_temp,644.9 °C,644.9°F,,PROJ_ref1,ada-002,0.4311778463470983,0.5688221536529017,7.771561172376096e-16
Temp WRONG: 644.9°F,temp_replace_wrong,carb_temp,644.9 °C,644.9°F,,PROJ_ref1,3-large,0.3527678193068966,0.6472321806931034,3.3306690738754696e-16
Temp WRONG: 644.9°F,temp_replace_wrong,carb_temp,644.9 °C,644.9°F,,PROJ_ref1,matbert,0.6776001453399658,0.3223998546600342,-1.1920928955078125e-07
Temp WRONG: 644.9°F,temp_replace_wrong,carb_temp,644.9 °C,644.9°F,,PROJ_ref2,ada-002,0.4383288563544757,0.5616711436455243,7.771561172376096e-16
Temp WRONG: 644.9°F,temp_replace_wrong,carb_temp,644.9 °C,644.9°F,,PROJ_ref2,3-large,0.5939008851472036,0.4060991148527964,3.3306690738754696e-16
Temp WRONG: 644.9°F,temp_replace_wrong,carb_temp,644.9 °C,644.9°F,,PROJ_ref2,matbert,0.6602622866630554,0.3397377133369446,-1.1920928955078125e-07
Temp WRONG: 644.9°F,temp_replace_wrong,carb_temp,644.9 °C,644.9°F,,PROJ_both,ada-002,0.3796265724965108,0.6203734275034892,7.771561172376096e-16
Temp WRONG: 644.9°F,temp_replace_wrong,carb_temp,644.9 °C,644.9°F,,PROJ_both,3-large,0.4444008707364787,0.5555991292635213,3.3306690738754696e-16
Temp WRONG: 644.9°F,temp_replace_wrong,carb_temp,644.9 °C,644.9°F,,PROJ_both,matbert,0.6284780502319336,0.3715219497680664,-1.1920928955078125e-07
Temp WRONG: 644.9°F,temp_replace_wrong,carb_temp,644.9 °C,644.9°F,,DIFF_both,ada-002,0.37972899763345636,0.6202710023665436,7.771561172376096e-16
Temp WRONG: 644.9°F,temp_replace_wrong,carb_temp,644.9 °C,644.9°F,,DIFF_both,3-large,0.44508312251793153,0.5549168774820685,3.3306690738754696e-16
Temp WRONG: 644.9°F,temp_replace_wrong,carb_temp,644.9 °C,644.9°F,,DIFF_both,matbert,0.6288776397705078,0.3711223602294922,-1.1920928955078125e-07
Temp WRONG: 644.9 degF,temp_replace_wrong,carb_temp,644.9 °C,644.9 degF,,RAW,ada-002,0.9995565144500383,0.000443485549961653,7.771561172376096e-16
Temp WRONG: 644.9 degF,temp_replace_wrong,carb_temp,644.9 °C,644.9 degF,,RAW,3-large,0.9958376479298793,0.004162352070120723,3.3306690738754696e-16
Temp WRONG: 644.9 degF,temp_replace_wrong,carb_temp,644.9 °C,644.9 degF,,RAW,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Temp WRONG: 644.9 degF,temp_replace_wrong,carb_temp,644.9 °C,644.9 degF,,PROJ_ref1,ada-002,0.6481051134802855,0.35189488651971446,7.771561172376096e-16
Temp WRONG: 644.9 degF,temp_replace_wrong,carb_temp,644.9 °C,644.9 degF,,PROJ_ref1,3-large,0.42719372533103883,0.5728062746689612,3.3306690738754696e-16
Temp WRONG: 644.9 degF,temp_replace_wrong,carb_temp,644.9 °C,644.9 degF,,PROJ_ref1,matbert,0.9999998807907104,1.1920928955078125e-07,-1.1920928955078125e-07
Temp WRONG: 644.9 degF,temp_replace_wrong,carb_temp,644.9 °C,644.9 degF,,PROJ_ref2,ada-002,0.6519709913719387,0.3480290086280613,7.771561172376096e-16
Temp WRONG: 644.9 degF,temp_replace_wrong,carb_temp,644.9 °C,644.9 degF,,PROJ_ref2,3-large,0.6693523973265574,0.3306476026734426,3.3306690738754696e-16
Temp WRONG: 644.9 degF,temp_replace_wrong,carb_temp,644.9 °C,644.9 degF,,PROJ_ref2,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Temp WRONG: 644.9 degF,temp_replace_wrong,carb_temp,644.9 °C,644.9 degF,,PROJ_both,ada-002,0.5925501091545058,0.4074498908454942,7.771561172376096e-16
Temp WRONG: 644.9 degF,temp_replace_wrong,carb_temp,644.9 °C,644.9 degF,,PROJ_both,3-large,0.5385606433120305,0.46143935668796954,3.3306690738754696e-16
Temp WRONG: 644.9 degF,temp_replace_wrong,carb_temp,644.9 °C,644.9 degF,,PROJ_both,matbert,1.0,0.0,-1.1920928955078125e-07
Temp WRONG: 644.9 degF,temp_replace_wrong,carb_temp,644.9 °C,644.9 degF,,DIFF_both,ada-002,0.5925998962918854,0.40740010370811464,7.771561172376096e-16
Temp WRONG: 644.9 degF,temp_replace_wrong,carb_temp,644.9 °C,644.9 degF,,DIFF_both,3-large,0.539075427042154,0.46092457295784595,3.3306690738754696e-16
Temp WRONG: 644.9 degF,temp_replace_wrong,carb_temp,644.9 °C,644.9 degF,,DIFF_both,matbert,0.9999999403953552,5.960464477539063e-08,-1.1920928955078125e-07
Temp WRONG: 644.9 degK,temp_replace_wrong,carb_temp,644.9 °C,644.9 degK,,RAW,ada-002,0.9998410561330769,0.00015894386692305584,7.771561172376096e-16
Temp WRONG: 644.9 degK,temp_replace_wrong,carb_temp,644.9 °C,644.9 degK,,RAW,3-large,0.9956038562319987,0.004396143768001348,3.3306690738754696e-16
Temp WRONG: 644.9 degK,temp_replace_wrong,carb_temp,644.9 °C,644.9 degK,,RAW,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Temp WRONG: 644.9 degK,temp_replace_wrong,carb_temp,644.9 °C,644.9 degK,,PROJ_ref1,ada-002,0.8525266341396949,0.14747336586030513,7.771561172376096e-16
Temp WRONG: 644.9 degK,temp_replace_wrong,carb_temp,644.9 °C,644.9 degK,,PROJ_ref1,3-large,0.5586785716526947,0.44132142834730526,3.3306690738754696e-16
Temp WRONG: 644.9 degK,temp_replace_wrong,carb_temp,644.9 °C,644.9 degK,,PROJ_ref1,matbert,0.9999998807907104,1.1920928955078125e-07,-1.1920928955078125e-07
Temp WRONG: 644.9 degK,temp_replace_wrong,carb_temp,644.9 °C,644.9 degK,,PROJ_ref2,ada-002,0.8450862891857998,0.15491371081420025,7.771561172376096e-16
Temp WRONG: 644.9 degK,temp_replace_wrong,carb_temp,644.9 °C,644.9 degK,,PROJ_ref2,3-large,0.7234595650098012,0.27654043499019876,3.3306690738754696e-16
Temp WRONG: 644.9 degK,temp_replace_wrong,carb_temp,644.9 °C,644.9 degK,,PROJ_ref2,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Temp WRONG: 644.9 degK,temp_replace_wrong,carb_temp,644.9 °C,644.9 degK,,PROJ_both,ada-002,0.8192462068849834,0.1807537931150166,7.771561172376096e-16
Temp WRONG: 644.9 degK,temp_replace_wrong,carb_temp,644.9 °C,644.9 degK,,PROJ_both,3-large,0.6385974980841204,0.36140250191587964,3.3306690738754696e-16
Temp WRONG: 644.9 degK,temp_replace_wrong,carb_temp,644.9 °C,644.9 degK,,PROJ_both,matbert,1.0,0.0,-1.1920928955078125e-07
Temp WRONG: 644.9 degK,temp_replace_wrong,carb_temp,644.9 °C,644.9 degK,,DIFF_both,ada-002,0.8192639151837351,0.1807360848162649,7.771561172376096e-16
Temp WRONG: 644.9 degK,temp_replace_wrong,carb_temp,644.9 °C,644.9 degK,,DIFF_both,3-large,0.6388675990145831,0.3611324009854169,3.3306690738754696e-16
Temp WRONG: 644.9 degK,temp_replace_wrong,carb_temp,644.9 °C,644.9 degK,,DIFF_both,matbert,0.9999999403953552,5.960464477539063e-08,-1.1920928955078125e-07
