label,group,field,from,to,note,mode,model,cosine_similarity,delta,noise_p95
Hold format: 3.92 h,hold_format_only,hold_time,3.92 hr,3.92 h,,RAW,ada-002,0.9999422532743576,5.7746725642404684e-05,7.771561172376096e-16
Hold format: 3.92 h,hold_format_only,hold_time,3.92 hr,3.92 h,,RAW,3-large,0.9995005251860831,0.0004994748139168781,3.3306690738754696e-16
Hold format: 3.92 h,hold_format_only,hold_time,3.92 hr,3.92 h,,RAW,matbert,0.9998931884765625,0.0001068115234375,-1.1920928955078125e-07
Hold format: 3.92 h,hold_format_only,hold_time,3.92 hr,3.92 h,,PROJ_ref1,ada-002,0.9328088051030486,0.06719119489695136,7.771561172376096e-16
Hold format: 3.92 h,hold_format_only,hold_time,3.92 hr,3.92 h,,PROJ_ref1,3-large,0.8190187420451065,0.1809812579548935,3.3306690738754696e-16
Hold format: 3.92 h,hold_format_only,hold_time,3.92 hr,3.92 h,,PROJ_ref1,matbert,0.9076775312423706,0.0923224687576294,-1.1920928955078125e-07
Hold format: 3.92 h,hold_format_only,hold_time,3.92 hr,3.92 h,,PROJ_ref2,ada-002,0.9291853483455108,0.07081465165448919,7.771561172376096e-16
Hold format: 3.92 h,hold_format_only,hold_time,3.92 hr,3.92 h,,PROJ_ref2,3-large,0.9064519549732124,0.0935480450267876,3.3306690738754696e-16
Hold format: 3.92 h,hold_format_only,hold_time,3.92 hr,3.92 h,,PROJ_ref2,matbert,0.8924673795700073,0.10753262042999268,-1.1920928955078125e-07
Hold format: 3.92 h,hold_format_only,hold_time,3.92 hr,3.92 h,,PROJ_both,ada-002,0.913283078886991,0.086716921113009,7.771561172376096e-16
Hold format: 3.92 h,hold_format_only,hold_time,3.92 hr,3.92 h,,PROJ_both,3-large,0.8457603416807415,0.15423965831925845,3.3306690738754696e-16
Hold format: 3.92 h,hold_format_only,hold_time,3.92 hr,3.92 h,,PROJ_both,matbert,0.8831408023834229,0.11685919761657715,-1.1920928955078125e-07
Hold format: 3.92 h,hold_format_only,hold_time,3.92 hr,3.92 h,,DIFF_both,ada-002,0.9132910394644168,0.08670896053558319,7.771561172376096e-16
Hold format: 3.92 h,hold_format_only,hold_time,3.92 hr,3.92 h,,DIFF_both,3-large,0.8458761612821246,0.15412383871787538,3.3306690738754696e-16
Hold format: 3.92 h,hold_format_only,hold_time,3.92 hr,3.92 h,,DIFF_both,matbert,0.8826870918273926,0.11731290817260742,-1.1920928955078125e-07
Hold format: 3.92 hours,hold_format_only,hold_time,3.92 hr,3.92 hours,,RAW,ada-002,0.9998690199145326,0.0001309800854674137,7.771561172376096e-16
Hold format: 3.92 hours,hold_format_only,hold_time,3.92 hr,3.92 hours,,RAW,3-large,0.9993485126476519,0.0006514873523481013,3.3306690738754696e-16
Hold format: 3.92 hours,hold_format_only,hold_time,3.92 hr,3.92 hours,,RAW,matbert,0.9999287128448486,7.128715515136719e-05,-1.1920928955078125e-07
Hold format: 3.92 hours,hold_format_only,hold_time,3.92 hr,3.92 hours,,PROJ_ref1,ada-002,0.8627322326861483,0.1372677673138517,7.771561172376096e-16
Hold format: 3.92 hours,hold_format_only,hold_time,3.92 hr,3.92 hours,,PROJ_ref1,3-large,0.7632239612921838,0.23677603870781616,3.3306690738754696e-16
Hold format: 3.92 hours,hold_format_only,hold_time,3.92 hr,3.92 hours,,PROJ_ref1,matbert,0.938068151473999,0.06193184852600098,-1.1920928955078125e-07
Hold format: 3.92 hours,hold_format_only,hold_time,3.92 hr,3.92 hours,,PROJ_ref2,ada-002,0.8558436355994593,0.1441563644005407,7.771561172376096e-16
Hold format: 3.92 hours,hold_format_only,hold_time,3.92 hr,3.92 hours,,PROJ_ref2,3-large,0.8787322264679066,0.12126777353209339,3.3306690738754696e-16
Hold format: 3.92 hours,hold_format_only,hold_time,3.92 hr,3.92 hours,,PROJ_ref2,matbert,0.9273265600204468,0.07267343997955322,-1.1920928955078125e-07
Hold format: 3.92 hours,hold_format_only,hold_time,3.92 hr,3.92 hours,,PROJ_both,ada-002,0.8275451067096078,0.1724548932903922,7.771561172376096e-16
Hold format: 3.92 hours,hold_format_only,hold_time,3.92 hr,3.92 hours,,PROJ_both,3-large,0.799824977197109,0.200175022802891,3.3306690738754696e-16
Hold format: 3.92 hours,hold_format_only,hold_time,3.92 hr,3.92 hours,,PROJ_both,matbert,0.9211130142211914,0.0788869857788086,-1.1920928955078125e-07
Hold format: 3.92 hours,hold_format_only,hold_time,3.92 hr,3.92 hours,,DIFF_both,ada-002,0.8275624038410543,0.17243759615894572,7.771561172376096e-16
Hold format: 3.92 hours,hold_format_only,hold_time,3.92 hr,3.92 hours,,DIFF_both,3-large,0.7999080786456765,0.20009192135432352,3.3306690738754696e-16
Hold format: 3.92 hours,hold_format_only,hold_time,3.92 hr,3.92 hours,,DIFF_both,matbert,0.9210318922996521,0.0789681077003479,-1.1920928955078125e-07
Hold format: 3.92hr,hold_format_only,hold_time,3.92 hr,3.92hr,,RAW,ada-002,0.9999506132986514,4.9386701348574924e-05,7.771561172376096e-16
Hold format: 3.92hr,hold_format_only,hold_time,3.92 hr,3.92hr,,RAW,3-large,0.9990289483899619,0.0009710516100380762,3.3306690738754696e-16
Hold format: 3.92hr,hold_format_only,hold_time,3.92 hr,3.92hr,,RAW,matbert,0.9999094605445862,9.053945541381836e-05,-1.1920928955078125e-07
Hold format: 3.92hr,hold_format_only,hold_time,3.92 hr,3.92hr,,PROJ_ref1,ada-002,0.9421162743011393,0.05788372569886069,7.771561172376096e-16
Hold format: 3.92hr,hold_format_only,hold_time,3.92 hr,3.92hr,,PROJ_ref1,3-large,0.7905640560325814,0.2094359439674186,3.3306690738754696e-16
Hold format: 3.92hr,hold_format_only,hold_time,3.92 hr,3.92hr,,PROJ_ref1,matbert,0.9189026951789856,0.0810973048210144,-1.1920928955078125e-07
Hold format: 3.92hr,hold_format_only,hold_time,3.92 hr,3.92hr,,PROJ_ref2,ada-002,0.9390251704514213,0.06097482954857869,7.771561172376096e-16
Hold format: 3.92hr,hold_format_only,hold_time,3.92 hr,3.92hr,,PROJ_ref2,3-large,0.8924075491142178,0.10759245088578218,3.3306690738754696e-16
Hold format: 3.92hr,hold_format_only,hold_time,3.92 hr,3.92hr,,PROJ_ref2,matbert,0.9043781161308289,0.09562188386917114,-1.1920928955078125e-07
Hold format: 3.92hr,hold_format_only,hold_time,3.92 hr,3.92hr,,PROJ_both,ada-002,0.9251551304039218,0.07484486959607817,7.771561172376096e-16
Hold format: 3.92hr,hold_format_only,hold_time,3.92 hr,3.92hr,,PROJ_both,3-large,0.8379308114404789,0.16206918855952113,3.3306690738754696e-16
Hold format: 3.92hr,hold_format_only,hold_time,3.92 hr,3.92hr,,PROJ_both,matbert,0.8956987857818604,0.10430121421813965,-1.1920928955078125e-07
Hold format: 3.92hr,hold_format_only,hold_time,3.92 hr,3.92hr,,DIFF_both,ada-002,0.9251618988791297,0.0748381011208703,7.771561172376096e-16
Hold format: 3.92hr,hold_format_only,hold_time,3.92 hr,3.92hr,,DIFF_both,3-large,0.8380647898894148,0.1619352101105852,3.3306690738754696e-16
Hold format: 3.92hr,hold_format_only,hold_time,3.92 hr,3.92hr,,DIFF_both,matbert,0.895868182182312,0.10413181781768799,-1.1920928955078125e-07
Hold format: 3.92 Hours,hold_format_only,hold_time,3.92 hr,3.92 Hours,,RAW,ada-002,0.9998836875639884,0.000116312436011623,7.771561172376096e-16
Hold format: 3.92 Hours,hold_format_only,hold_time,3.92 hr,3.92 Hours,,RAW,3-large,0.9991790747753899,0.0008209252246100807,3.3306690738754696e-16
Hold format: 3.92 Hours,hold_format_only,hold_time,3.92 hr,3.92 Hours,,RAW,matbert,0.9998939037322998,0.00010609626770019531,-1.1920928955078125e-07
Hold format: 3.92 Hours,hold_format_only,hold_time,3.92 hr,3.92 Hours,,PROJ_ref1,ada-002,0.8789477895486357,0.12105221045136427,7.771561172376096e-16
Hold format: 3.92 Hours,hold_format_only,hold_time,3.92 hr,3.92 Hours,,PROJ_ref1,3-large,0.7319495160328655,0.2680504839671345,3.3306690738754696e-16
Hold format: 3.92 Hours,hold_format_only,hold_time,3.92 hr,3.92 Hours,,PROJ_ref1,matbert,0.9178605675697327,0.08213943243026733,-1.1920928955078125e-07
Hold format: 3.92 Hours,hold_format_only,hold_time,3.92 hr,3.92 Hours,,PROJ_ref2,ada-002,0.8725618474867989,0.12743815251320112,7.771561172376096e-16
Hold format: 3.92 Hours,hold_format_only,hold_time,3.92 hr,3.92 Hours,,PROJ_ref2,3-large,0.8496732203068544,0.15032677969314556,3.3306690738754696e-16
Hold format: 3.92 Hours,hold_format_only,hold_time,3.92 hr,3.92 Hours,,PROJ_ref2,matbert,0.8961040377616882,0.10389596223831177,-1.1920928955078125e-07
Hold format: 3.92 Hours,hold_format_only,hold_time,3.92 hr,3.92 Hours,,PROJ_both,ada-002,0.8479420909604799,0.1520579090395201,7.771561172376096e-16
Hold format: 3.92 Hours,hold_format_only,hold_time,3.92 hr,3.92 Hours,,PROJ_both,3-large,0.7618610179002906,0.2381389820997094,3.3306690738754696e-16
Hold format: 3.92 Hours,hold_format_only,hold_time,3.92 hr,3.92 Hours,,PROJ_both,matbert,0.8923677206039429,0.10763227939605713,-1.1920928955078125e-07
Hold format: 3.92 Hours,hold_format_only,hold_time,3.92 hr,3.92 Hours,,DIFF_both,ada-002,0.8479571558588049,0.15204284414119507,7.771561172376096e-16
Hold format: 3.92 Hours,hold_format_only,hold_time,3.92 hr,3.92 Hours,,DIFF_both,3-large,0.7619660391758237,0.23803396082417627,3.3306690738754696e-16
Hold format: 3.92 Hours,hold_format_only,hold_time,3.92 hr,3.92 Hours,,DIFF_both,matbert,0.8925244808197021,0.10747551918029785,-1.1920928955078125e-07
Hold equiv: 235.2 min,hold_replace_equiv,hold_time,3.92 hr,235.2 min,,RAW,ada-002,0.9997562628035856,0.00024373719641435088,7.771561172376096e-16
Hold equiv: 235.2 min,hold_replace_equiv,hold_time,3.92 hr,235.2 min,,RAW,3-large,0.9985821796643668,0.001417820335633202,3.3306690738754696e-16
Hold equiv: 235.2 min,hold_replace_equiv,hold_time,3.92 hr,235.2 min,,RAW,matbert,0.9997254014015198,0.0002745985984802246,-1.1920928955078125e-07
Hold equiv: 235.2 min,hold_replace_equiv,hold_time,3.92 hr,235.2 min,,PROJ_ref1,ada-002,0.7435683713748724,0.2564316286251276,7.771561172376096e-16
Hold equiv: 235.2 min,hold_replace_equiv,hold_time,3.92 hr,235.2 min,,PROJ_ref1,3-large,0.5446311188397892,0.4553688811602108,3.3306690738754696e-16
Hold equiv: 235.2 min,hold_replace_equiv,hold_time,3.92 hr,235.2 min,,PROJ_ref1,matbert,0.7463718056678772,0.2536281943321228,-1.1920928955078125e-07
Hold equiv: 235.2 min,hold_replace_equiv,hold_time,3.92 hr,235.2 min,,PROJ_ref2,ada-002,0.7229273122378088,0.2770726877621912,7.771561172376096e-16
Hold equiv: 235.2 min,hold_replace_equiv,hold_time,3.92 hr,235.2 min,,PROJ_ref2,3-large,0.7253630162854116,0.27463698371458845,3.3306690738754696e-16
Hold equiv: 235.2 min,hold_replace_equiv,hold_time,3.92 hr,235.2 min,,PROJ_ref2,matbert,0.7174727916717529,0.28252720832824707,-1.1920928955078125e-07
Hold equiv: 235.2 min,hold_replace_equiv,hold_time,3.92 hr,235.2 min,,PROJ_both,ada-002,0.6720274107240254,0.3279725892759746,7.771561172376096e-16
Hold equiv: 235.2 min,hold_replace_equiv,hold_time,3.92 hr,235.2 min,,PROJ_both,3-large,0.5713351076563329,0.4286648923436671,3.3306690738754696e-16
Hold equiv: 235.2 min,hold_replace_equiv,hold_time,3.92 hr,235.2 min,,PROJ_both,matbert,0.6843081116676331,0.31569188833236694,-1.1920928955078125e-07
Hold equiv: 235.2 min,hold_replace_equiv,hold_time,3.92 hr,235.2 min,,DIFF_both,ada-002,0.6720615395055728,0.3279384604944272,7.771561172376096e-16
Hold equiv: 235.2 min,hold_replace_equiv,hold_time,3.92 hr,235.2 min,,DIFF_both,3-large,0.57164427291191,0.42835572708809,3.3306690738754696e-16
Hold equiv: 235.2 min,hold_replace_equiv,hold_time,3.92 hr,235.2 min,,DIFF_both,matbert,0.6849181652069092,0.3150818347930908,-1.1920928955078125e-07
Hold equiv: 235 min,hold_replace_equiv,hold_time,3.92 hr,235 min,,RAW,ada-002,0.9993409493038379,0.0006590506961621223,7.771561172376096e-16
Hold equiv: 235 min,hold_replace_equiv,hold_time,3.92 hr,235 min,,RAW,3-large,0.9990425195202735,0.0009574804797265468,3.3306690738754696e-16
Hold equiv: 235 min,hold_replace_equiv,hold_time,3.92 hr,235 min,,RAW,matbert,0.9991223812103271,0.0008776187896728516,-1.1920928955078125e-07
Hold equiv: 235 min,hold_replace_equiv,hold_time,3.92 hr,235 min,,PROJ_ref1,ada-002,0.5065286771107288,0.4934713228892712,7.771561172376096e-16
Hold equiv: 235 min,hold_replace_equiv,hold_time,3.92 hr,235 min,,PROJ_ref1,3-large,0.7286876957106593,0.2713123042893407,3.3306690738754696e-16
Hold equiv: 235 min,hold_replace_equiv,hold_time,3.92 hr,235 min,,PROJ_ref1,matbert,0.5467877984046936,0.4532122015953064,-1.1920928955078125e-07
Hold equiv: 235 min,hold_replace_equiv,hold_time,3.92 hr,235 min,,PROJ_ref2,ada-002,0.5115788193970429,0.48842118060295714,7.771561172376096e-16
Hold equiv: 235 min,hold_replace_equiv,hold_time,3.92 hr,235 min,,PROJ_ref2,3-large,0.8531847574337668,0.14681524256623324,3.3306690738754696e-16
Hold equiv: 235 min,hold_replace_equiv,hold_time,3.92 hr,235 min,,PROJ_ref2,matbert,0.48498547077178955,0.5150145292282104,-1.1920928955078125e-07
Hold equiv: 235 min,hold_replace_equiv,hold_time,3.92 hr,235 min,,PROJ_both,ada-002,0.4316704425017487,0.5683295574982513,7.771561172376096e-16
Hold equiv: 235 min,hold_replace_equiv,hold_time,3.92 hr,235 min,,PROJ_both,3-large,0.7727279046335307,0.2272720953664693,3.3306690738754696e-16
Hold equiv: 235 min,hold_replace_equiv,hold_time,3.92 hr,235 min,,PROJ_both,matbert,0.46750086545944214,0.5324991345405579,-1.1920928955078125e-07
Hold equiv: 235 min,hold_replace_equiv,hold_time,3.92 hr,235 min,,DIFF_both,ada-002,0.4317512318187857,0.5682487681812143,7.771561172376096e-16
Hold equiv: 235 min,hold_replace_equiv,hold_time,3.92 hr,235 min,,DIFF_both,3-large,0.772898083620138,0.227101916379862,3.3306690738754696e-16
Hold equiv: 235 min,hold_replace_equiv,hold_time,3.92 hr,235 min,,DIFF_both,matbert,0.4682859778404236,0.5317140221595764,-1.1920928955078125e-07
Hold equiv: 235.2 minutes,hold_replace_equiv,hold_time,3.92 hr,235.2 minutes,,RAW,ada-002,0.9996775353140018,0.00032246468599816946,7.771561172376096e-16
Hold equiv: 235.2 minutes,hold_replace_equiv,hold_time,3.92 hr,235.2 minutes,,RAW,3-large,0.9983358300692597,0.0016641699307402558,3.3306690738754696e-16
Hold equiv: 235.2 minutes,hold_replace_equiv,hold_time,3.92 hr,235.2 minutes,,RAW,matbert,0.9996953010559082,0.0003046989440917969,-1.1920928955078125e-07
Hold equiv: 235.2 minutes,hold_replace_equiv,hold_time,3.92 hr,235.2 minutes,,PROJ_ref1,ada-002,0.7044393698855151,0.29556063011448486,7.771561172376096e-16
Hold equiv: 235.2 minutes,hold_replace_equiv,hold_time,3.92 hr,235.2 minutes,,PROJ_ref1,3-large,0.5240179912124387,0.47598200878756125,3.3306690738754696e-16
Hold equiv: 235.2 minutes,hold_replace_equiv,hold_time,3.92 hr,235.2 minutes,,PROJ_ref1,matbert,0.7180908918380737,0.28190910816192627,-1.1920928955078125e-07
Hold equiv: 235.2 minutes,hold_replace_equiv,hold_time,3.92 hr,235.2 minutes,,PROJ_ref2,ada-002,0.6841077355300786,0.31589226446992136,7.771561172376096e-16
Hold equiv: 235.2 minutes,hold_replace_equiv,hold_time,3.92 hr,235.2 minutes,,PROJ_ref2,3-large,0.703290860196389,0.296709139803611,3.3306690738754696e-16
Hold equiv: 235.2 minutes,hold_replace_equiv,hold_time,3.92 hr,235.2 minutes,,PROJ_ref2,matbert,0.6999338865280151,0.30006611347198486,-1.1920928955078125e-07
Hold equiv: 235.2 minutes,hold_replace_equiv,hold_time,3.92 hr,235.2 minutes,,PROJ_both,ada-002,0.6342508546728882,0.3657491453271118,7.771561172376096e-16
Hold equiv: 235.2 minutes,hold_replace_equiv,hold_time,3.92 hr,235.2 minutes,,PROJ_both,3-large,0.5545269914750088,0.44547300852499117,3.3306690738754696e-16
Hold equiv: 235.2 minutes,hold_replace_equiv,hold_time,3.92 hr,235.2 minutes,,PROJ_both,matbert,0.657965362071991,0.34203463792800903,-1.1920928955078125e-07
Hold equiv: 235.2 minutes,hold_replace_equiv,hold_time,3.92 hr,235.2 minutes,,DIFF_both,ada-002,0.6342928432207964,0.3657071567792036,7.771561172376096e-16
Hold equiv: 235.2 minutes,hold_replace_equiv,hold_time,3.92 hr,235.2 minutes,,DIFF_both,3-large,0.5547910632331744,0.4452089367668256,3.3306690738754696e-16
Hold equiv: 235.2 minutes,hold_replace_equiv,hold_time,3.92 hr,235.2 minutes,,DIFF_both,matbert,0.6586818695068359,0.34131813049316406,-1.1920928955078125e-07
Hold equiv: 14112 s,hold_replace_equiv,hold_time,3.92 hr,14112 s,,RAW,ada-002,0.9994636711484315,0.0005363288515685127,7.771561172376096e-16
Hold equiv: 14112 s,hold_replace_equiv,hold_time,3.92 hr,14112 s,,RAW,3-large,0.9979449546698256,0.002055045330174421,3.3306690738754696e-16
Hold equiv: 14112 s,hold_replace_equiv,hold_time,3.92 hr,14112 s,,RAW,matbert,0.9991384148597717,0.0008615851402282715,-1.1920928955078125e-07
Hold equiv: 14112 s,hold_replace_equiv,hold_time,3.92 hr,14112 s,,PROJ_ref1,ada-002,0.5864176724568946,0.4135823275431054,7.771561172376096e-16
Hold equiv: 14112 s,hold_replace_equiv,hold_time,3.92 hr,14112 s,,PROJ_ref1,3-large,0.5611981655673917,0.43880183443260834,3.3306690738754696e-16
Hold equiv: 14112 s,hold_replace_equiv,hold_time,3.92 hr,14112 s,,PROJ_ref1,matbert,0.5098544359207153,0.49014556407928467,-1.1920928955078125e-07
Hold equiv: 14112 s,hold_replace_equiv,hold_time,3.92 hr,14112 s,,PROJ_ref2,ada-002,0.5683664877291092,0.43163351227089075,7.771561172376096e-16
Hold equiv: 14112 s,hold_replace_equiv,hold_time,3.92 hr,14112 s,,PROJ_ref2,3-large,0.714175680911566,0.285824319088434,3.3306690738754696e-16
Hold equiv: 14112 s,hold_replace_equiv,hold_time,3.92 hr,14112 s,,PROJ_ref2,matbert,0.479037344455719,0.520962655544281,-1.1920928955078125e-07
Hold equiv: 14112 s,hold_replace_equiv,hold_time,3.92 hr,14112 s,,PROJ_both,ada-002,0.508024533824908,0.491975466175092,7.771561172376096e-16
Hold equiv: 14112 s,hold_replace_equiv,hold_time,3.92 hr,14112 s,,PROJ_both,3-large,0.59826107814766,0.40173892185233995,3.3306690738754696e-16
Hold equiv: 14112 s,hold_replace_equiv,hold_time,3.92 hr,14112 s,,PROJ_both,matbert,0.43938350677490234,0.5606164932250977,-1.1920928955078125e-07
Hold equiv: 14112 s,hold_replace_equiv,hold_time,3.92 hr,14112 s,,DIFF_both,ada-002,0.5080893748086177,0.4919106251913823,7.771561172376096e-16
Hold equiv: 14112 s,hold_replace_equiv,hold_time,3.92 hr,14112 s,,DIFF_both,3-large,0.5986474286084154,0.40135257139158464,3.3306690738754696e-16
Hold equiv: 14112 s,hold_replace_equiv,hold_time,3.92 hr,14112 s,,DIFF_both,matbert,0.4405379295349121,0.5594620704650879,-1.1920928955078125e-07
Hold equiv: 14112 sec,hold_replace_equiv,hold_time,3.92 hr,14112 sec,,RAW,ada-002,0.9994702938195476,0.0005297061804524494,7.771561172376096e-16
Hold equiv: 14112 sec,hold_replace_equiv,hold_time,3.92 hr,14112 sec,,RAW,3-large,0.9981583797002768,0.0018416202997232345,3.3306690738754696e-16
Hold equiv: 14112 sec,hold_replace_equiv,hold_time,3.92 hr,14112 sec,,RAW,matbert,0.999116837978363,0.0008831620216369629,-1.1920928955078125e-07
Hold equiv: 14112 sec,hold_replace_equiv,hold_time,3.92 hr,14112 sec,,PROJ_ref1,ada-002,0.5889551468731447,0.41104485312685535,7.771561172376096e-16
Hold equiv: 14112 sec,hold_replace_equiv,hold_time,3.92 hr,14112 sec,,PROJ_ref1,3-large,0.5521824453036741,0.4478175546963259,3.3306690738754696e-16
Hold equiv: 14112 sec,hold_replace_equiv,hold_time,3.92 hr,14112 sec,,PROJ_ref1,matbert,0.5112676620483398,0.48873233795166016,-1.1920928955078125e-07
Hold equiv: 14112 sec,hold_replace_equiv,hold_time,3.92 hr,14112 sec,,PROJ_ref2,ada-002,0.5717555682791989,0.42824443172080107,7.771561172376096e-16
Hold equiv: 14112 sec,hold_replace_equiv,hold_time,3.92 hr,14112 sec,,PROJ_ref2,3-large,0.7145760958269931,0.2854239041730069,3.3306690738754696e-16
Hold equiv: 14112 sec,hold_replace_equiv,hold_time,3.92 hr,14112 sec,,PROJ_ref2,matbert,0.4843519926071167,0.5156480073928833,-1.1920928955078125e-07
Hold equiv: 14112 sec,hold_replace_equiv,hold_time,3.92 hr,14112 sec,,PROJ_both,ada-002,0.5111017320154516,0.4888982679845484,7.771561172376096e-16
Hold equiv: 14112 sec,hold_replace_equiv,hold_time,3.92 hr,14112 sec,,PROJ_both,3-large,0.5876609976147638,0.41233900238523624,3.3306690738754696e-16
Hold equiv: 14112 sec,hold_replace_equiv,hold_time,3.92 hr,14112 sec,,PROJ_both,matbert,0.4446144104003906,0.5553855895996094,-1.1920928955078125e-07
Hold equiv: 14112 sec,hold_replace_equiv,hold_time,3.92 hr,14112 sec,,DIFF_both,ada-002,0.51116591522727,0.48883408477273005,7.771561172376096e-16
Hold equiv: 14112 sec,hold_replace_equiv,hold_time,3.92 hr,14112 sec,,DIFF_both,3-large,0.5880423762094524,0.41195762379054757,3.3306690738754696e-16
Hold equiv: 14112 sec,hold_replace_equiv,hold_time,3.92 hr,14112 sec,,DIFF_both,matbert,0.44577279686927795,0.554227203130722,-1.1920928955078125e-07
Hold equiv: 14112 seconds,hold_replace_equiv,hold_time,3.92 hr,14112 seconds,,RAW,ada-002,0.99941047842596,0.0005895215740400195,7.771561172376096e-16
Hold equiv: 14112 seconds,hold_replace_equiv,hold_time,3.92 hr,14112 seconds,,RAW,3-large,0.9975615000045189,0.0024384999954810693,3.3306690738754696e-16
Hold equiv: 14112 seconds,hold_replace_equiv,hold_time,3.92 hr,14112 seconds,,RAW,matbert,0.9991121292114258,0.0008878707885742188,-1.1920928955078125e-07
Hold equiv: 14112 seconds,hold_replace_equiv,hold_time,3.92 hr,14112 seconds,,PROJ_ref1,ada-002,0.5751642531249853,0.4248357468750147,7.771561172376096e-16
Hold equiv: 14112 seconds,hold_replace_equiv,hold_time,3.92 hr,14112 seconds,,PROJ_ref1,3-large,0.5769537345696832,0.42304626543031676,3.3306690738754696e-16
Hold equiv: 14112 seconds,hold_replace_equiv,hold_time,3.92 hr,14112 seconds,,PROJ_ref1,matbert,0.5084145069122314,0.49158549308776855,-1.1920928955078125e-07
Hold equiv: 14112 seconds,hold_replace_equiv,hold_time,3.92 hr,14112 seconds,,PROJ_ref2,ada-002,0.5574406142344376,0.4425593857655624,7.771561172376096e-16
Hold equiv: 14112 seconds,hold_replace_equiv,hold_time,3.92 hr,14112 seconds,,PROJ_ref2,3-large,0.7218984104655033,0.2781015895344967,3.3306690738754696e-16
Hold equiv: 14112 seconds,hold_replace_equiv,hold_time,3.92 hr,14112 seconds,,PROJ_ref2,matbert,0.4846634566783905,0.5153365433216095,-1.1920928955078125e-07
Hold equiv: 14112 seconds,hold_replace_equiv,hold_time,3.92 hr,14112 seconds,,PROJ_both,ada-002,0.499717267498383,0.500282732501617,7.771561172376096e-16
Hold equiv: 14112 seconds,hold_replace_equiv,hold_time,3.92 hr,14112 seconds,,PROJ_both,3-large,0.6213801607627362,0.37861983923726383,3.3306690738754696e-16
Hold equiv: 14112 seconds,hold_replace_equiv,hold_time,3.92 hr,14112 seconds,,PROJ_both,matbert,0.4432431161403656,0.5567568838596344,-1.1920928955078125e-07
Hold equiv: 14112 seconds,hold_replace_equiv,hold_time,3.92 hr,14112 seconds,,DIFF_both,ada-002,0.49978473559282205,0.500215264407178,7.771561172376096e-16
Hold equiv: 14112 seconds,hold_replace_equiv,hold_time,3.92 hr,14112 seconds,,DIFF_both,3-large,0.6217555415547351,0.3782444584452649,3.3306690738754696e-16
Hold equiv: 14112 seconds,hold_replace_equiv,hold_time,3.92 hr,14112 seconds,,DIFF_both,matbert,0.44406378269195557,0.5559362173080444,-1.1920928955078125e-07
Hold WRONG: 3.92 min,hold_replace_wrong,hold_time,3.92 hr,3.92 min,,RAW,ada-002,0.999924693005984,7.530699401603336e-05,7.771561172376096e-16
Hold WRONG: 3.92 min,hold_replace_wrong,hold_time,3.92 hr,3.92 min,,RAW,3-large,0.9994144710456463,0.000585528954353709,3.3306690738754696e-16
Hold WRONG: 3.92 min,hold_replace_wrong,hold_time,3.92 hr,3.92 min,,RAW,matbert,0.9999104738235474,8.952617645263672e-05,-1.1920928955078125e-07
Hold WRONG: 3.92 min,hold_replace_wrong,hold_time,3.92 hr,3.92 min,,PROJ_ref1,ada-002,0.9122893026755727,0.08771069732442727,7.771561172376096e-16
Hold WRONG: 3.92 min,hold_replace_wrong,hold_time,3.92 hr,3.92 min,,PROJ_ref1,3-large,0.8016245323017178,0.19837546769828218,3.3306690738754696e-16
Hold WRONG: 3.92 min,hold_replace_wrong,hold_time,3.92 hr,3.92 min,,PROJ_ref1,matbert,0.9240326881408691,0.07596731185913086,-1.1920928955078125e-07
Hold WRONG: 3.92 min,hold_replace_wrong,hold_time,3.92 hr,3.92 min,,PROJ_ref2,ada-002,0.9075368178530991,0.09246318214690086,7.771561172376096e-16
Hold WRONG: 3.92 min,hold_replace_wrong,hold_time,3.92 hr,3.92 min,,PROJ_ref2,3-large,0.8985716163327724,0.10142838366722762,3.3306690738754696e-16
Hold WRONG: 3.92 min,hold_replace_wrong,hold_time,3.92 hr,3.92 min,,PROJ_ref2,matbert,0.9095016717910767,0.09049832820892334,-1.1920928955078125e-07
Hold WRONG: 3.92 min,hold_replace_wrong,hold_time,3.92 hr,3.92 min,,PROJ_both,ada-002,0.8867675658127405,0.11323243418725948,7.771561172376096e-16
Hold WRONG: 3.92 min,hold_replace_wrong,hold_time,3.92 hr,3.92 min,,PROJ_both,3-large,0.8353294943632121,0.16467050563678787,3.3306690738754696e-16
Hold WRONG: 3.92 min,hold_replace_wrong,hold_time,3.92 hr,3.92 min,,PROJ_both,matbert,0.9026824235916138,0.09731757640838623,-1.1920928955078125e-07
Hold WRONG: 3.92 min,hold_replace_wrong,hold_time,3.92 hr,3.92 min,,DIFF_both,ada-002,0.8867779418282042,0.11322205817179576,7.771561172376096e-16
Hold WRONG: 3.92 min,hold_replace_wrong,hold_time,3.92 hr,3.92 min,,DIFF_both,3-large,0.8354708639899265,0.16452913601007346,3.3306690738754696e-16
Hold WRONG: 3.92 min,hold_replace_wrong,hold_time,3.92 hr,3.92 min,,DIFF_both,matbert,0.9028117656707764,0.09718823432922363,-1.1920928955078125e-07
Hold WRONG: 3.92 minutes,hold_replace_wrong,hold_time,3.92 hr,3.92 minutes,,RAW,ada-002,0.9998602514363739,0.00013974856362608534,7.771561172376096e-16
Hold WRONG: 3.92 minutes,hold_replace_wrong,hold_time,3.92 hr,3.92 minutes,,RAW,3-large,0.9988611248146272,0.0011388751853728118,3.3306690738754696e-16
